ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,sample_qc_flag,sample_flag_reason,sample_qc_log
U622,DNA,SDN612,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U623,DNA,SDN613,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U624,DNA,SDN622,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U625,DNA,SDN623,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U626,DNA,SDN624,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U627,DNA,SDN657,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U628,DNA,SDN658,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U629,DNA,SDN659,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U630,DNA,SDN677,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U631,DNA,SDN588,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U632,DNA,SDN589,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U633,DNA,SDN590,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U634,DNA,SDN599,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U635,DNA,SDN600,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U636,DNA,SDN601,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U637,DNA,SDN602,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U638,DNA,SDN603,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U639,DNA,SDN604,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U640,DNA,SDN605,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U641,DNA,SDN614,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U642,DNA,SDN615,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U643,DNA,SDN616,UNKNOWN,UNKNOWN,UNKNOWN,NA,collected,Y,location unknown,NA
U644,DNA,SDN617,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U645,DNA,SDN618,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U646,DNA,SDN625,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U647,DNA,SDN626,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U648,DNA,SDN627,UNKNOWN,UNKNOWN,UNKNOWN,NA,collected,Y,location unknown,NA
U649,DNA,SDN628,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U650,DNA,SDN629,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U651,DNA,SDN619,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U652,DNA,SDN620,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U653,DNA,SDN621,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U654,DNA,SDN630,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U655,DNA,SDN631,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U656,DNA,SDN632,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U657,DNA,SDN633,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U658,DNA,SDN634,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U659,DNA,SDN635,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U660,DNA,SDN640,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U661,DNA,SDN636,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U662,DNA,SDN637,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U663,DNA,SDN638,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U664,DNA,SDN641,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U665,DNA,SDN642,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U666,DNA,SDN643,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U667,DNA,SDN644,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U668,DNA,SDN645,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U669,DNA,SDN660,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U670,DNA,SDN661,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U671,DNA,SDN639,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U672,DNA,SDN646,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U673,DNA,SDN647,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U674,DNA,SDN648,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U675,DNA,SDN649,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U676,DNA,SDN650,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U677,DNA,SDN651,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U678,DNA,SDN662,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U679,DNA,SDN663,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U680,DNA,SDN664,BDNSO16,NA,BDNSO16-NA,Liver fell on ground,results received,N,NA,NA
U681,DNA,SDN652,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U682,DNA,SDN653,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U683,DNA,SDN654,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U684,DNA,SDN655,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U685,DNA,SDN656,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U686,DNA,SDN665,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U687,DNA,SDN666,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U688,DNA,SDN667,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U689,DNA,SDN668,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U690,DNA,SDN669,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U691,DNA,SDN1314,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U692,DNA,SDN1315,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U693,DNA,SDN1316,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U694,DNA,SDN1317,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U695,DNA,SDN1318,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U696,DNA,SDN1319,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U697,DNA,SDN1321,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U698,DNA,SDN1332,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U699,DNA,SDN1333,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U700,DNA,SDN1334,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U701,DNA,SDN670,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U702,DNA,SDN671,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U703,DNA,SDN672,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U704,DNA,SDN673,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U705,DNA,SDN674,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U706,DNA,SDN678,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U707,DNA,SDN679,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U708,DNA,SDN680,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U709,DNA,SDN681,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U710,DNA,SDN682,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U711,DNA,SDN675,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U712,DNA,SDN683,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U713,DNA,SDN684,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U714,DNA,SDN685,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U716,DNA,SDN697,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U717,DNA,SDN698,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U718,DNA,SDN699,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U719,DNA,SDN700,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U720,DNA,SDN701,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U721,DNA,SDN676,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U722,DNA,SDN687,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U723,DNA,SDN688,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U724,DNA,SDN689,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U725,DNA,SDN690,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U726,DNA,SDN691,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U727,DNA,SDN692,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U728,DNA,SDN693,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U730,DNA,SDN703,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U731,DNA,SDN694,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U732,DNA,SDN695,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U733,DNA,SDN704,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U734,DNA,SDN705,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U735,DNA,SDN706,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U736,DNA,SDN707,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U737,DNA,SDN718,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U738,DNA,SDN719,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U739,DNA,SDN720,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U740,DNA,SDN721,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U741,DNA,SDN1322,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U742,DNA,SDN1323,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U743,DNA,SDN1335,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U744,DNA,SDN1336,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U745,DNA,SDN1337,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U746,DNA,SDN1338,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U747,DNA,SDN1339,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U748,DNA,SDN1356,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U749,DNA,SDN1357,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U750,DNA,SDN1358,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U751,DNA,SDN696,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U752,DNA,SDN708,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U753,DNA,SDN709,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U754,DNA,SDN710,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U755,DNA,SDN739,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U756,DNA,SDN760,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U757,DNA,SDN761,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U758,DNA,SDN762,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U759,DNA,SDN781,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U760,DNA,SDN782,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U761,DNA,SDN711,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U762,DNA,SDN712,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U763,DNA,SDN722,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U764,DNA,SDN723,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U765,DNA,SDN724,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U766,DNA,SDN725,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U767,DNA,SDN726,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U768,DNA,SDN727,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U769,DNA,SDN728,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U770,DNA,SDN740,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U771,DNA,SDN729,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U772,DNA,SDN730,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U773,DNA,SDN731,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U774,DNA,SDN741,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U775,DNA,SDN742,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U776,DNA,SDN743,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U777,DNA,SDN744,UNKNOWN,UNKNOWN,UNKNOWN,NA,collected,Y,location unknown,NA
U778,DNA,SDN745,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U779,DNA,SDN746,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U780,DNA,SDN747,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U781,DNA,SDN713,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U782,DNA,SDN714,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U783,DNA,SDN715,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U784,DNA,SDN716,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U785,DNA,SDN717,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U786,DNA,SDN732,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U787,DNA,SDN733,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U788,DNA,SDN734,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U789,DNA,SDN735,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U790,DNA,SDN736,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U791,DNA,SDN737,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U792,DNA,SDN738,UNKNOWN,UNKNOWN,UNKNOWN,NA,collected,Y,location unknown,NA
U793,DNA,SDN748,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U794,DNA,SDN749,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U795,DNA,SDN750,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U796,DNA,SDN751,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U797,DNA,SDN752,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U798,DNA,SDN753,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U799,DNA,SDN763,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U800,DNA,SDN764,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U801,DNA,SDN754,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U802,DNA,SDN755,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U803,DNA,SDN756,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U804,DNA,SDN757,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U805,DNA,SDN758,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U806,DNA,SDN759,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U807,DNA,SDN765,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U808,DNA,SDN766,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U809,DNA,SDN767,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U810,DNA,SDN768,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U811,DNA,SDN769,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U812,DNA,SDN770,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U813,DNA,SDN771,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U814,DNA,SDN772,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U815,DNA,SDN773,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U816,DNA,SDN774,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U817,DNA,SDN775,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U818,DNA,SDN783,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U819,DNA,SDN784,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U820,DNA,SDN785,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U821,DNA,SDN776,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U822,DNA,SDN777,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U823,DNA,SDN778,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U824,DNA,SDN786,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U825,DNA,SDN798,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U826,DNA,SDN799,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U827,DNA,SDN800,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U828,DNA,SDN801,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U829,DNA,SDN802,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U830,DNA,SDN803,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U831,DNA,SDN779,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U832,DNA,SDN780,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U833,DNA,SDN787,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U834,DNA,SDN788,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U835,DNA,SDN789,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U836,DNA,SDN790,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U837,DNA,SDN791,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U838,DNA,SDN792,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U839,DNA,SDN793,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U840,DNA,SDN804,UNKNOWN,UNKNOWN,UNKNOWN,NA,collected,Y,location unknown,NA
U841,DNA,SDN794,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U842,DNA,SDN795,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U843,DNA,SDN796,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U844,DNA,SDN797,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U845,DNA,SDN805,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U846,DNA,SDN806,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U847,DNA,SDN807,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U848,DNA,SDN808,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U849,DNA,SDN809,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U850,DNA,SDN810,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U851,DNA,SDN829,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U852,DNA,SDN841,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U853,DNA,SDN849,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U854,DNA,SDN866,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U855,DNA,SDN867,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U856,DNA,SDN883,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U857,DNA,SDN884,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U858,DNA,SDN885,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U859,DNA,SDN886,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U860,DNA,SDN887,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U861,DNA,SDN811,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U862,DNA,SDN812,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U863,DNA,SDN813,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U864,DNA,SDN814,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U865,DNA,SDN815,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U866,DNA,SDN816,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U867,DNA,SDN819,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U868,DNA,SDN820,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U869,DNA,SDN821,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U870,DNA,SDN822,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U871,DNA,SDN817,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U872,DNA,SDN850,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U873,DNA,SDN851,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U874,DNA,SDN852,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U875,DNA,SDN853,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U876,DNA,SDN854,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U877,DNA,SDN855,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U878,DNA,SDN868,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U879,DNA,SDN869,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U880,DNA,SDN870,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U881,DNA,SDN818,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U882,DNA,SDN823,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U883,DNA,SDN824,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U884,DNA,SDN825,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U885,DNA,SDN826,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U886,DNA,SDN830,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U887,DNA,SDN831,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U888,DNA,SDN832,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U889,DNA,SDN833,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U890,DNA,SDN834,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U891,DNA,SDN827,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U892,DNA,SDN828,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U893,DNA,SDN835,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U894,DNA,SDN836,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U895,DNA,SDN837,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U896,DNA,SDN838,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U897,DNA,SDN839,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U898,DNA,SDN840,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U899,DNA,SDN842,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U900,DNA,SDN843,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U901,DNA,SDN844,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U902,DNA,SDN845,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U903,DNA,SDN846,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U904,DNA,SDN847,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U905,DNA,SDN856,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U906,DNA,SDN857,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U907,DNA,SDN858,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U908,DNA,SDN859,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U909,DNA,SDN860,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U910,DNA,SDN861,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U911,DNA,SDN848,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U912,DNA,SDN862,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U913,DNA,SDN863,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U914,DNA,SDN864,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U915,DNA,SDN865,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U916,DNA,SDN871,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U917,DNA,SDN872,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U918,DNA,SDN873,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U919,DNA,SDN874,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U920,DNA,SDN888,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U921,DNA,SDN875,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U922,DNA,SDN876,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U923,DNA,SDN889,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
U924,DNA,SDN890,BDNSO16,NA,BDNSO16-NA,NA,results received,N,NA,NA
