ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,sample_qc_flag,sample_flag_reason,sample_qc_log
U2765,RNA,BRN27-A12,BRN27,A12,BRN27-A12,NA,collected,N,NA,NA
U2766,RNA,BRN28-H1,BRN28,H1,BRN28-H1,NA,collected,N,NA,NA
U2767,RNA,BRN28-G1,BRN28,G1,BRN28-G1,NA,collected,N,NA,NA
U2768,RNA,BRN28-F1,BRN28,F1,BRN28-F1,NA,collected,N,NA,NA
U2769,RNA,BRN28-E1,BRN28,E1,BRN28-E1,NA,collected,N,NA,NA
U2770,RNA,BRN28-D1,BRN28,D1,BRN28-D1,Head kidney came away with stomach & fell on chamois,collected,N,NA,NA
U2771,RNA,BRN28-C1,BRN28,C1,BRN28-C1,NA,collected,N,NA,NA
U2772,RNA,BRN28-B1,BRN28,B1,BRN28-B1,NA,collected,N,NA,NA
U2773,RNA,BRN28-A1,BRN28,A1,BRN28-A1,Liver fell on chamois,collected,N,NA,NA
U2774,RNA,BRN28-H6,BRN28,H6,BRN28-H6,NA,collected,N,NA,NA
U2775,RNA,BRN28-G6,BRN28,G6,BRN28-G6,NA,collected,N,NA,NA
U2776,RNA,BRN28-F6,BRN28,F6,BRN28-F6,NA,collected,N,NA,NA
U2777,RNA,BRN28-E6,BRN28,E6,BRN28-E6,NA,collected,N,NA,NA
U2778,RNA,BRN28-D6,BRN28,D6,BRN28-D6,Muscle bead missing; new bead added on top of sample,collected,N,NA,NA
U2779,RNA,BRN28-C6,BRN28,C6,BRN28-C6,NA,collected,N,NA,NA
U2780,RNA,BRN28-B6,BRN28,B6,BRN28-B6,NA,collected,N,NA,NA
U2781,RNA,BRN28-A6,BRN28,A6,BRN28-A6,NA,collected,N,NA,NA
U2782,RNA,BRN28-H8,BRN28,H8,BRN28-H8,NA,collected,N,NA,NA
U2783,RNA,BRN28-G8,BRN28,G8,BRN28-G8,NA,collected,N,NA,NA
U2784,RNA,BRN28-F8,BRN28,F8,BRN28-F8,NA,collected,N,NA,NA
U2785,RNA,BRN28-E8,BRN28,E8,BRN28-E8,NA,collected,N,NA,NA
U2786,RNA,BRN28-D8,BRN28,D8,BRN28-D8,NA,collected,N,NA,NA
U2787,RNA,BRN28-C8,BRN28,C8,BRN28-C8,NA,collected,N,NA,NA
U2788,RNA,BRN28-B8,BRN28,B8,BRN28-B8,NA,collected,N,NA,NA
U2789,RNA,BRN23-C5,BRN23,C5,BRN23-C5,Head kidney detached with stomach,collected,N,NA,NA
U2790,RNA,BRN23-B5,BRN23,B5,BRN23-B5,Heart fell on chamois,collected,N,NA,NA
U2791,RNA,BRN23-A5,BRN23,A5,BRN23-A5,NA,collected,N,NA,NA
U2792,RNA,BRN23-H8,BRN23,H8,BRN23-H8,NA,collected,N,NA,NA
U2793,RNA,BRN23-G7,BRN23,G7,BRN23-G7,NA,collected,N,NA,NA
U2794,RNA,BRN23-F7,BRN23,F7,BRN23-F7,NA,collected,N,NA,NA
U2795,RNA,BRN23-E7,BRN23,E7,BRN23-E7,NA,collected,N,NA,NA
U2796,RNA,BRN23-D7,BRN23,D7,BRN23-D7,NA,collected,N,NA,NA
U2797,RNA,BRN22-H1,BRN22,H1,BRN22-H1,NA,collected,N,NA,NA
U2798,RNA,BRN23-C7,BRN23,C7,BRN23-C7,NA,collected,N,NA,NA
U2799,RNA,BRN23-B7,BRN23,B7,BRN23-B7,Brain fell on chamois,collected,N,NA,NA
U2800,RNA,BRN23-A7,BRN23,A7,BRN23-A7,NA,collected,N,NA,NA
U2801,RNA,BRN27-A10,BRN27,A10,BRN27-A10,NA,collected,N,NA,NA
U2802,RNA,BRN27-G6,BRN27,G6,BRN27-G6,NA,collected,N,NA,NA
U2803,RNA,BRN27-F6,BRN27,F6,BRN27-F6,NA,collected,N,NA,NA
U2804,RNA,BRN27-E6,BRN27,E6,BRN27-E6,NA,collected,N,NA,NA
U2805,RNA,BRN27-D6,BRN27,D6,BRN27-D6,NA,collected,N,NA,NA
U2806,RNA,BRN27-C6,BRN27,C6,BRN27-C6,NA,collected,N,NA,NA
U2807,RNA,BRN27-B6,BRN27,B6,BRN27-B6,NA,collected,N,NA,NA
U2808,RNA,BRN27-A6,BRN27,A6,BRN27-A6,NA,collected,N,NA,NA
U2809,RNA,BRN28-H2,BRN28,H2,BRN28-H2,NA,collected,N,NA,NA
U2810,RNA,BRN28-G2,BRN28,G2,BRN28-G2,NA,collected,N,NA,NA
U2811,RNA,BRN28-F2,BRN28,F2,BRN28-F2,NA,collected,N,NA,NA
U2812,RNA,BRN28-E2,BRN28,E2,BRN28-E2,NA,collected,N,NA,NA
U2813,RNA,BRN28-D2,BRN28,D2,BRN28-D2,NA,collected,N,NA,NA
U2814,RNA,BRN28-C2,BRN28,C2,BRN28-C2,NA,collected,N,NA,NA
U2815,RNA,BRN28-B2,BRN28,B2,BRN28-B2,NA,collected,N,NA,NA
U2816,RNA,BRN28-A2,BRN28,A2,BRN28-A2,NA,collected,N,NA,NA
U2817,RNA,BRN28-H5,BRN28,H5,BRN28-H5,NA,collected,N,NA,NA
U2818,RNA,BRN28-G5,BRN28,G5,BRN28-G5,NA,collected,N,NA,NA
U2819,RNA,BRN28-F5,BRN28,F5,BRN28-F5,NA,collected,N,NA,NA
U2820,RNA,BRN28-E5,BRN28,E5,BRN28-E5,NA,collected,N,NA,NA
U2821,RNA,BRN28-D5,BRN28,D5,BRN28-D5,NA,collected,N,NA,NA
U2822,RNA,BRN28-C5,BRN28,C5,BRN28-C5,NA,collected,N,NA,NA
U2823,RNA,BRN28-B5,BRN28,B5,BRN28-B5,NA,collected,N,NA,NA
U2824,RNA,BRN23-B1,BRN23,B1,BRN23-B1,NA,collected,N,NA,NA
U2825,RNA,BRN23-A1,BRN23,A1,BRN23-A1,NA,collected,N,NA,NA
U2826,RNA,BRN23-H5,BRN23,H5,BRN23-H5,NA,collected,N,NA,NA
U2827,RNA,BRN23-G8,BRN23,G8,BRN23-G8,NA,collected,N,NA,NA
U2828,RNA,BRN23-F8,BRN23,F8,BRN23-F8,NA,collected,N,NA,NA
U2829,RNA,BRN23-E8,BRN23,E8,BRN23-E8,Heart fell onto bench,collected,N,NA,NA
U2830,RNA,BRN23-D8,BRN23,D8,BRN23-D8,Outside blade touched heart,collected,N,NA,NA
U2831,RNA,BRN23-C8,BRN23,C8,BRN23-C8,NA,collected,N,NA,NA
U2832,RNA,BRN23-B8,BRN23,B8,BRN23-B8,"Contaminated inside of fish with outside scalpen (heart, liver, spleen)",collected,N,NA,NA
U2833,RNA,BRN23-A8,BRN23,A8,BRN23-A8,NA,collected,N,NA,NA
U2834,RNA,BRN20-H2,BRN20,H2,BRN20-H2,NA,collected,N,NA,NA
U2835,RNA,BRN20-G2,BRN20,G2,BRN20-G2,NA,collected,N,NA,NA
U2836,RNA,BRN20-F2,BRN20,F2,BRN20-F2,NA,collected,N,NA,NA
U2837,RNA,BRN20-E2,BRN20,E2,BRN20-E2,NA,collected,N,NA,NA
U2838,RNA,BRN20-D2,BRN20,D2,BRN20-D2,NA,collected,N,NA,NA
U2839,RNA,BRN20-C2,BRN20,C2,BRN20-C2,NA,collected,N,NA,NA
U2840,RNA,BRN20-B2,BRN20,B2,BRN20-B2,NA,collected,N,NA,NA
U2841,RNA,BRN20-A2,BRN20,A2,BRN20-A2,NA,collected,N,NA,NA
U2842,RNA,BRN20-H4,BRN20,H4,BRN20-H4,NA,collected,N,NA,NA
U2843,RNA,BRN20-G4,BRN20,G4,BRN20-G4,NA,collected,N,NA,NA
U2844,RNA,BRN20-F4,BRN20,F4,BRN20-F4,NA,collected,N,NA,NA
U2845,RNA,BRN20-E4,BRN20,E4,BRN20-E4,NA,collected,N,NA,NA
U2846,RNA,BRN20-D4,BRN20,D4,BRN20-D4,NA,collected,N,NA,NA
U2847,RNA,BRN20-C4,BRN20,C4,BRN20-C4,NA,collected,N,NA,NA
U2848,RNA,BRN20-B4,BRN20,B4,BRN20-B4,Heart sample missing (fell and lost),collected,N,NA,NA
U2849,RNA,BRN20-A4,BRN20,A4,BRN20-A4,NA,collected,N,NA,NA
U2850,RNA,BRN20-H6,BRN20,H6,BRN20-H6,NA,collected,N,NA,NA
U2851,RNA,BRN20-G6,BRN20,G6,BRN20-G6,NA,collected,N,NA,NA
U2852,RNA,BRN20-F6,BRN20,F6,BRN20-F6,NA,collected,N,NA,NA
U2853,RNA,BRN20-E6,BRN20,E6,BRN20-E6,NA,collected,N,NA,NA
U2854,RNA,BRN20-D6,BRN20,D6,BRN20-D6,NA,collected,N,NA,NA
U2855,RNA,BRN20-C6,BRN20,C6,BRN20-C6,NA,collected,N,NA,NA
U2856,RNA,BRN20-B6,BRN20,B6,BRN20-B6,NA,collected,N,NA,NA
U2857,RNA,BRN20-A6,BRN20,A6,BRN20-A6,NA,collected,N,NA,NA
U2858,RNA,BRN20-H7,BRN20,H7,BRN20-H7,NA,collected,N,NA,NA
U2859,RNA,BRN20-G7,BRN20,G7,BRN20-G7,NA,collected,N,NA,NA
U2860,RNA,BRN20-F7,BRN20,F7,BRN20-F7,NA,collected,N,NA,NA
U2861,RNA,BRN20-E7,BRN20,E7,BRN20-E7,NA,collected,N,NA,NA
U2862,RNA,BRN20-D7,BRN20,D7,BRN20-D7,NA,collected,N,NA,NA
U2863,RNA,BRN20-C7,BRN20,C7,BRN20-C7,NA,collected,N,NA,NA
U2864,RNA,BRN20-B7,BRN20,B7,BRN20-B7,NA,collected,N,NA,NA
U2865,RNA,BRN20-A7,BRN20,A7,BRN20-A7,NA,collected,N,NA,NA
U2866,RNA,BRN20-H9,BRN20,H9,BRN20-H9,NA,collected,N,NA,NA
U2867,RNA,BRN20-G9,BRN20,G9,BRN20-G9,NA,collected,N,NA,NA
U2868,RNA,BRN20-F9,BRN20,F9,BRN20-F9,NA,collected,N,NA,NA
U2869,RNA,BRN20-E9,BRN20,E9,BRN20-E9,NA,collected,N,NA,NA
U2870,RNA,BRN20-D9,BRN20,D9,BRN20-D9,Brain & spleen fell on chamois,collected,N,NA,NA
U2871,RNA,BRN20-C9,BRN20,C9,BRN20-C9,NA,collected,N,NA,NA
U2872,RNA,BRN20-B9,BRN20,B9,BRN20-B9,NA,collected,N,NA,NA
U2873,RNA,BRN20-A9,BRN20,A9,BRN20-A9,NA,collected,N,NA,NA
U2874,RNA,BRN20-H10,BRN20,H10,BRN20-H10,NA,collected,N,NA,NA
U2875,RNA,BRN20-G10,BRN20,G10,BRN20-G10,NA,collected,N,NA,NA
U2876,RNA,BRN20-F10,BRN20,F10,BRN20-F10,NA,collected,N,NA,NA
U2877,RNA,BRN20-E10,BRN20,E10,BRN20-E10,NA,collected,N,NA,NA
U2878,RNA,BRN20-D10,BRN20,D10,BRN20-D10,NA,collected,N,NA,NA
U2879,RNA,BRN20-C10,BRN20,C10,BRN20-C10,NA,collected,N,NA,NA
U2880,RNA,BRN20-B10,BRN20,B10,BRN20-B10,NA,collected,N,NA,NA
U2881,RNA,BRN20-A10,BRN20,A10,BRN20-A10,NA,collected,N,NA,NA
U2882,RNA,BRN20-C8,BRN20,C8,BRN20-C8,NA,collected,N,NA,NA
U2883,RNA,BRN20-B8,BRN20,B8,BRN20-B8,NA,collected,N,NA,NA
U2884,RNA,BRN20-A8,BRN20,A8,BRN20-A8,NA,collected,N,NA,NA
U2885,RNA,BRN20-H11,BRN20,H11,BRN20-H11,NA,collected,N,NA,NA
U2886,RNA,BRN20-G11,BRN20,G11,BRN20-G11,NA,collected,N,NA,NA
U2887,RNA,BRN20-F11,BRN20,F11,BRN20-F11,NA,collected,N,NA,NA
U2888,RNA,BRN20-E11,BRN20,E11,BRN20-E11,NA,collected,N,NA,NA
U2889,RNA,BRN20-D11,BRN20,D11,BRN20-D11,NA,collected,N,NA,NA
U2890,RNA,BRN20-C11,BRN20,C11,BRN20-C11,NA,collected,N,NA,NA
U2891,RNA,BRN20-B11,BRN20,B11,BRN20-B11,NA,collected,N,NA,NA
U2892,RNA,BRN20-A11,BRN20,A11,BRN20-A11,NA,collected,N,NA,NA
U2893,RNA,BRN20-H12,BRN20,H12,BRN20-H12,NA,collected,N,NA,NA
U2894,RNA,BRN20-G12,BRN20,G12,BRN20-G12,NA,collected,N,NA,NA
U2895,RNA,BRN20-F12,BRN20,F12,BRN20-F12,NA,collected,N,NA,NA
U2896,RNA,BRN20-E12,BRN20,E12,BRN20-E12,NA,collected,N,NA,NA
U2897,RNA,BRN20-D12,BRN20,D12,BRN20-D12,NA,collected,N,NA,NA
U2898,RNA,BRN20-C12,BRN20,C12,BRN20-C12,NA,collected,N,NA,NA
U2899,RNA,BRN30-H1,BRN30,H1,BRN30-H1,NA,collected,N,NA,NA
U2900,RNA,BRN30-G1,BRN30,G1,BRN30-G1,NA,collected,N,NA,NA
U2901,RNA,BRN28-D7,BRN28,D7,BRN28-D7,NA,collected,N,NA,NA
U2902,RNA,BRN28-C7,BRN28,C7,BRN28-C7,NA,collected,N,NA,NA
U2903,RNA,BRN28-B7,BRN28,B7,BRN28-B7,NA,collected,N,NA,NA
U2904,RNA,BRN23-H9,BRN23,H9,BRN23-H9,NA,collected,N,NA,NA
U2905,RNA,BRN23-G9,BRN23,G9,BRN23-G9,NA,collected,N,NA,NA
U2906,RNA,BRN23-F9,BRN23,F9,BRN23-F9,NA,collected,N,NA,NA
U2907,RNA,BRN23-E9,BRN23,E9,BRN23-E9,NA,collected,N,NA,NA
U2908,RNA,BRN23-D9,BRN23,D9,BRN23-D9,NA,collected,N,NA,NA
U2909,RNA,BRN23-C9,BRN23,C9,BRN23-C9,NA,collected,N,NA,NA
U2910,RNA,BRN23-B9,BRN23,B9,BRN23-B9,NA,collected,N,NA,NA
U2911,RNA,BRN23-A9,BRN23,A9,BRN23-A9,NA,collected,N,NA,NA
U2912,RNA,BRN23-H6,BRN23,H6,BRN23-H6,NA,collected,N,NA,NA
U2913,RNA,BRN23-G6,BRN23,G6,BRN23-G6,NA,collected,N,NA,NA
U2914,RNA,BRN23-F6,BRN23,F6,BRN23-F6,NA,collected,N,NA,NA
U2915,RNA,BRN23-E6,BRN23,E6,BRN23-E6,NA,collected,N,NA,NA
U2916,RNA,BRN23-D6,BRN23,D6,BRN23-D6,NA,collected,N,NA,NA
U2917,RNA,BRN23-C6,BRN23,C6,BRN23-C6,NA,collected,N,NA,NA
U2918,RNA,BRN23-B6,BRN23,B6,BRN23-B6,NA,collected,N,NA,NA
U2919,RNA,BRN23-A6,BRN23,A6,BRN23-A6,NA,collected,N,NA,NA
U2920,RNA,BRN23-H10,BRN23,H10,BRN23-H10,NA,collected,N,NA,NA
U2921,RNA,BRN23-G10,BRN23,G10,BRN23-G10,NA,collected,N,NA,NA
U2922,RNA,BRN23-F10,BRN23,F10,BRN23-F10,NA,collected,N,NA,NA
U2923,RNA,BRN23-E10,BRN23,E10,BRN23-E10,NA,collected,N,NA,NA
U2924,RNA,BRN23-D10,BRN23,D10,BRN23-D10,NA,collected,N,NA,NA
U2925,RNA,BRN23-C10,BRN23,C10,BRN23-C10,NA,collected,N,NA,NA
U2926,RNA,BRN23-B10,BRN23,B10,BRN23-B10,NA,collected,N,NA,NA
U2927,RNA,BRN23-A10,BRN23,A10,BRN23-A10,NA,collected,N,NA,NA
U2928,RNA,BRN23-H11,BRN23,H11,BRN23-H11,NA,collected,N,NA,NA
U2929,RNA,BRN23-G11,BRN23,G11,BRN23-G11,NA,collected,N,NA,NA
U2930,RNA,BRN23-F11,BRN23,F11,BRN23-F11,NA,collected,N,NA,NA
U2931,RNA,BRN23-D11,BRN23,D11,BRN23-D11,NA,collected,N,NA,NA
U2932,RNA,BRN23-C11,BRN23,C11,BRN23-C11,NA,collected,N,NA,NA
U2933,RNA,BRN23-B11,BRN23,B11,BRN23-B11,NA,collected,N,NA,NA
U2934,RNA,BRN23-A11,BRN23,A11,BRN23-A11,NA,collected,N,NA,NA
U2935,RNA,BRN22-H12,BRN22,H12,BRN22-H12,NA,collected,N,NA,NA
U2936,RNA,BRN22-G12,BRN22,G12,BRN22-G12,NA,collected,N,NA,NA
U2937,RNA,BRN22-F12,BRN22,F12,BRN22-F12,NA,collected,N,NA,NA
U2938,RNA,BRN22-E12,BRN22,E12,BRN22-E12,NA,collected,N,NA,NA
U2939,RNA,BRN22-D12,BRN22,D12,BRN22-D12,NA,collected,N,NA,NA
U2940,RNA,BRN22-C12,BRN22,C12,BRN22-C12,NA,collected,N,NA,NA
U2941,RNA,BRN22-B12,BRN22,B12,BRN22-B12,NA,collected,N,NA,NA
U2942,RNA,BRN22-A12,BRN22,A12,BRN22-A12,NA,collected,N,NA,NA
U2943,RNA,BRN22-E9,BRN22,E9,BRN22-E9,NA,collected,N,NA,NA
U2944,RNA,BRN22-D9,BRN22,D9,BRN22-D9,NA,collected,N,NA,NA
U2945,RNA,BRN22-C9,BRN22,C9,BRN22-C9,NA,collected,N,NA,NA
U2946,RNA,BRN22-B9,BRN22,B9,BRN22-B9,NA,collected,N,NA,NA
U2947,RNA,BRN32-H1,BRN32,H1,BRN32-H1,NA,collected,N,NA,NA
U2948,RNA,BRN32-G1,BRN32,G1,BRN32-G1,NA,collected,N,NA,NA
U2949,RNA,BRN32-F1,BRN32,F1,BRN32-F1,NA,collected,N,NA,NA
U2950,RNA,BRN32-E1,BRN32,E1,BRN32-E1,NA,collected,N,NA,NA
U2951,RNA,BRN32-D1,BRN32,D1,BRN32-D1,NA,collected,N,NA,NA
U2952,RNA,BRN32-C1,BRN32,C1,BRN32-C1,NA,collected,N,NA,NA
U2953,RNA,BRN32-B1,BRN32,B1,BRN32-B1,NA,collected,N,NA,NA
U2954,RNA,BRN32-A1,BRN32,A1,BRN32-A1,NA,collected,N,NA,NA
U2955,RNA,BRN32-H3,BRN32,H3,BRN32-H3,NA,collected,N,NA,NA
U2956,RNA,BRN32-G3,BRN32,G3,BRN32-G3,NA,collected,N,NA,NA
U2957,RNA,BRN32-F3,BRN32,F3,BRN32-F3,NA,collected,N,NA,NA
U2958,RNA,BRN32-E3,BRN32,E3,BRN32-E3,NA,collected,N,NA,NA
U2959,RNA,BRN32-D3,BRN32,D3,BRN32-D3,NA,collected,N,NA,NA
U2960,RNA,BRN32-C3,BRN32,C3,BRN32-C3,NA,collected,N,NA,NA
U2961,RNA,BRN32-B3,BRN32,B3,BRN32-B3,NA,collected,N,NA,NA
U2962,RNA,BRN32-A3,BRN32,A3,BRN32-A3,NA,collected,N,NA,NA
U2963,RNA,BRN32-H5,BRN32,H5,BRN32-H5,NA,collected,N,NA,NA
U2964,RNA,BRN32-G5,BRN32,G5,BRN32-G5,NA,collected,N,NA,NA
U2965,RNA,BRN32-F5,BRN32,F5,BRN32-F5,NA,collected,N,NA,NA
U2966,RNA,BRN32-E5,BRN32,E5,BRN32-E5,NA,collected,N,NA,NA
U2967,RNA,BRN32-D5,BRN32,D5,BRN32-D5,NA,collected,N,NA,NA
U2968,RNA,BRN32-C5,BRN32,C5,BRN32-C5,NA,collected,N,NA,NA
U2969,RNA,BRN32-B5,BRN32,B5,BRN32-B5,NA,collected,N,NA,NA
U2970,RNA,BRN32-A5,BRN32,A5,BRN32-A5,NA,collected,N,NA,NA
U2971,RNA,BRN32-H9,BRN32,H9,BRN32-H9,NA,collected,N,NA,NA
U2972,RNA,BRN32-G9,BRN32,G9,BRN32-G9,NA,collected,N,NA,NA
U2973,RNA,BRN32-F9,BRN32,F9,BRN32-F9,NA,collected,N,NA,NA
U2974,RNA,BRN32-E9,BRN32,E9,BRN32-E9,NA,collected,N,NA,NA
U2975,RNA,BRN32-D9,BRN32,D9,BRN32-D9,NA,collected,N,NA,NA
U2976,RNA,BRN32-C9,BRN32,C9,BRN32-C9,NA,collected,N,NA,NA
U2977,RNA,BRN32-B9,BRN32,B9,BRN32-B9,NA,collected,N,NA,NA
U2978,RNA,BRN32-A9,BRN32,A9,BRN32-A9,NA,collected,N,NA,NA
U2979,RNA,BRN32-H12,BRN32,H12,BRN32-H12,NA,collected,N,NA,NA
U2981,RNA,BRN32-C2,BRN32,C2,BRN32-C2,NA,collected,N,NA,NA
U2982,RNA,BRN32-B2,BRN32,B2,BRN32-B2,Brain fell in cool rack well,collected,N,NA,NA
U2983,RNA,BRN32-A2,BRN32,A2,BRN32-A2,NA,collected,N,NA,NA
U2984,RNA,BRN32-H4,BRN32,H4,BRN32-H4,NA,collected,N,NA,NA
U2985,RNA,BRN32-G4,BRN32,G4,BRN32-G4,NA,collected,N,NA,NA
U2986,RNA,BRN32-F4,BRN32,F4,BRN32-F4,NA,collected,N,NA,NA
U2987,RNA,BRN32-E4,BRN32,E4,BRN32-E4,NA,collected,N,NA,NA
U2988,RNA,BRN32-D4,BRN32,D4,BRN32-D4,NA,collected,N,NA,NA
U2989,RNA,BRN32-C4,BRN32,C4,BRN32-C4,NA,collected,N,NA,NA
U2990,RNA,BRN32-B4,BRN32,B4,BRN32-B4,NA,collected,N,NA,NA
U2991,RNA,BRN32-A4,BRN32,A4,BRN32-A4,NA,collected,N,NA,NA
U2992,RNA,BRN32-H6,BRN32,H6,BRN32-H6,NA,collected,N,NA,NA
U2993,RNA,BRN32-G6,BRN32,G6,BRN32-G6,NA,collected,N,NA,NA
U2994,RNA,BRN32-F6,BRN32,F6,BRN32-F6,NA,collected,N,NA,NA
U2995,RNA,BRN32-E6,BRN32,E6,BRN32-E6,NA,collected,N,NA,NA
U2996,RNA,BRN32-D6,BRN32,D6,BRN32-D6,NA,collected,N,NA,NA
U2997,RNA,BRN32-C6,BRN32,C6,BRN32-C6,NA,collected,N,NA,NA
U2998,RNA,BRN32-B6,BRN32,B6,BRN32-B6,NA,collected,N,NA,NA
U2999,RNA,BRN32-A6,BRN32,A6,BRN32-A6,NA,collected,N,NA,NA
U3000,RNA,BRN32-H7,BRN32,H7,BRN32-H7,NA,collected,N,NA,NA
U3001,RNA,BRN23-H3,BRN23,H3,BRN23-H3,NA,collected,N,NA,NA
U3002,RNA,BRN23-G3,BRN23,G3,BRN23-G3,NA,collected,N,NA,NA
U3003,RNA,BRN23-F3,BRN23,F3,BRN23-F3,NA,collected,N,NA,NA
U3004,RNA,BRN23-E3,BRN23,E3,BRN23-E3,Heart fell on chamois,collected,N,NA,NA
U3005,RNA,BRN23-D3,BRN23,D3,BRN23-D3,NA,collected,N,NA,NA
U3006,RNA,BRN23-C3,BRN23,C3,BRN23-C3,Heart & kidney switched in RNA tray,collected,N,NA,NA
U3007,RNA,BRN23-B3,BRN23,B3,BRN23-B3,NA,collected,N,NA,NA
U3008,RNA,BRN23-A3,BRN23,A3,BRN23-A3,NA,collected,N,NA,NA
U3009,RNA,BRN23-H4,BRN23,H4,BRN23-H4,NA,collected,N,NA,NA
U3010,RNA,BRN23-G4,BRN23,G4,BRN23-G4,NA,collected,N,NA,NA
U3011,RNA,BRN23-F4,BRN23,F4,BRN23-F4,NA,collected,N,NA,NA
U3012,RNA,BRN23-E4,BRN23,E4,BRN23-E4,NA,collected,N,NA,NA
U3013,RNA,BRN23-D4,BRN23,D4,BRN23-D4,Muscle fell on dissection tray,collected,N,NA,NA
U3014,RNA,BRN23-C4,BRN23,C4,BRN23-C4,Heart fell on dissection tray,collected,N,NA,NA
U3015,RNA,BRN23-B4,BRN23,B4,BRN23-B4,NA,collected,N,NA,NA
U3016,RNA,BRN23-A4,BRN23,A4,BRN23-A4,NA,collected,N,NA,NA
U3017,RNA,BRN23-H12,BRN23,H12,BRN23-H12,NA,collected,N,NA,NA
U3018,RNA,BRN23-G12,BRN23,G12,BRN23-G12,Heart fell on lab bench,collected,N,NA,NA
U3019,RNA,BRN23-F12,BRN23,F12,BRN23-F12,NA,collected,N,NA,NA
U3020,RNA,BRN23-E12,BRN23,E12,BRN23-E12,NA,collected,N,NA,NA
U3021,RNA,BRN23-D12,BRN23,D12,BRN23-D12,NA,collected,N,NA,NA
U3022,RNA,BRN23-C12,BRN23,C12,BRN23-C12,NA,collected,N,NA,NA
U3023,RNA,BRN23-B12,BRN23,B12,BRN23-B12,NA,collected,N,NA,NA
U3024,RNA,BRN23-A12,BRN23,A12,BRN23-A12,NA,collected,N,NA,NA
U3025,RNA,BRN29-H1,BRN29,H1,BRN29-H1,NA,collected,N,NA,NA
U3026,RNA,BRN29-G1,BRN29,G1,BRN29-G1,Brain fell on bench,collected,N,NA,NA
U3027,RNA,BRN29-F1,BRN29,F1,BRN29-F1,NA,collected,N,NA,NA
U3028,RNA,BRN29-E1,BRN29,E1,BRN29-E1,NA,collected,N,NA,NA
U3029,RNA,BRN29-D1,BRN29,D1,BRN29-D1,Liver fell on chamois,collected,N,NA,NA
U3030,RNA,BRN21-H2,BRN21,H2,BRN21-H2,NA,collected,N,NA,NA
U3031,RNA,BRN21-G2,BRN21,G2,BRN21-G2,NA,collected,N,NA,NA
U3032,RNA,BRN21-F2,BRN21,F2,BRN21-F2,NA,collected,N,NA,NA
U3033,RNA,BRN21-E2,BRN21,E2,BRN21-E2,NA,collected,N,NA,NA
U3034,RNA,BRN21-D2,BRN21,D2,BRN21-D2,NA,collected,N,NA,NA
U3035,RNA,BRN21-C2,BRN21,C2,BRN21-C2,NA,collected,N,NA,NA
U3036,RNA,BRN21-B2,BRN21,B2,BRN21-B2,NA,collected,N,NA,NA
U3037,RNA,BRN21-A2,BRN21,A2,BRN21-A2,NA,collected,N,NA,NA
U3038,RNA,BRN21-H3,BRN21,H3,BRN21-H3,NA,collected,N,NA,NA
U3039,RNA,BRN21-G3,BRN21,G3,BRN21-G3,NA,collected,N,NA,NA
U3040,RNA,BRN21-F3,BRN21,F3,BRN21-F3,NA,collected,N,NA,NA
U3041,RNA,BRN21-E3,BRN21,E3,BRN21-E3,NA,collected,N,NA,NA
U3042,RNA,BRN21-D3,BRN21,D3,BRN21-D3,NA,collected,N,NA,NA
U3043,RNA,BRN21-C3,BRN21,C3,BRN21-C3,Brain and heart fell on chamois,collected,N,NA,NA
U3044,RNA,BRN21-B3,BRN21,B3,BRN21-B3,NA,collected,N,NA,NA
U3045,RNA,BRN21-A3,BRN21,A3,BRN21-A3,NA,collected,N,NA,NA
U3046,RNA,BRN21-A1,BRN21,A1,BRN21-A1,NA,collected,N,NA,NA
U3047,RNA,BRN21-H4,BRN21,H4,BRN21-H4,NA,collected,N,NA,NA
U3048,RNA,BRN21-G4,BRN21,G4,BRN21-G4,NA,collected,N,NA,NA
U3049,RNA,BRN21-F4,BRN21,F4,BRN21-F4,NA,collected,N,NA,NA
U3050,RNA,BRN21-E4,BRN21,E4,BRN21-E4,NA,collected,N,NA,NA
U3051,RNA,BRN21-D4,BRN21,D4,BRN21-D4,Brain fell on chamois,collected,N,NA,NA
U3052,RNA,BRN21-C4,BRN21,C4,BRN21-C4,NA,collected,N,NA,NA
U3053,RNA,BRN21-B4,BRN21,B4,BRN21-B4,NA,collected,N,NA,NA
U3054,RNA,BRN21-A4,BRN21,A4,BRN21-A4,NA,collected,N,NA,NA
U3055,RNA,BRN21-H5,BRN21,H5,BRN21-H5,NA,collected,N,NA,NA
U3056,RNA,BRN21-G5,BRN21,G5,BRN21-G5,NA,collected,N,NA,NA
U3057,RNA,BRN21-F5,BRN21,F5,BRN21-F5,NA,collected,N,NA,NA
U3058,RNA,BRN21-E5,BRN21,E5,BRN21-E5,NA,collected,N,NA,NA
U3059,RNA,BRN21-D5,BRN21,D5,BRN21-D5,NA,collected,N,NA,NA
U3060,RNA,BRN21-C5,BRN21,C5,BRN21-C5,NA,collected,N,NA,NA
U3061,RNA,BRN21-B5,BRN21,B5,BRN21-B5,NA,collected,N,NA,NA
U3062,RNA,BRN21-A5,BRN21,A5,BRN21-A5,NA,collected,N,NA,NA
U3063,RNA,BRN21-H6,BRN21,H6,BRN21-H6,Outside forceps touched heart,collected,N,NA,NA
