ufn,semsp_id,date_processed,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,fish_lab_qc_data,fish_lab_qc_flag,fish_lab_flag_reason,fish_lab_qc_log
U3238,2015-06-27-J09-PI-8,2017-01-13,none,none,21.9,125,130,NA,NA,Small liver,CVJ,full work-up 1,JG,N,NA,NA
U3239,2015-05-26-J09-PI-1,2017-01-13,none,none,4,74,77,NA,"Tired to take a smear for scales, but the fish was completely scaleless.",NA,CVJ,full work-up 1,JG,N,NA,NA
U3240,2015-06-27-J09-PI-4,2017-01-13,none,none,25.3,127,136,NA,Brain fell onto metal cool rack. one otolith found.,NA,CVJ,full work-up 1,JG,N,NA,NA
U3241,2015-05-20-D09-CO-1,2017-01-13,none,none,36.5,140,147,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3242,2015-06-14-D09-HE-1,2017-01-13,none,none,17.4,116,123,NA,Broken otoliths,NA,CVJ,full work-up 1,JG,N,NA,NA
U3243,2015-06-20-D09-HE-2,2017-01-13,none,none,22.1,126,131,NA,Broken otoliths,NA,CVJ,full work-up 1,JG,N,NA,NA
U3165,2015-06-28-J02-HE-5,2017-01-14,none,none,20.8,119,125,NA,Broken otoliths; kidney slightly thawed,NA,JG,full work-up 1,CVJ,N,NA,NA
U3166,2015-06-28-J02-HE-1,2017-01-14,none,none,19.5,121,125,NA,Kidney slightly thawed,NA,JG,full work-up 1,CVJ,N,NA,NA
U3167,2015-06-28-J02-HE-2,2017-01-14,none,none,31.9,141,148,NA,1 broken otolith; kidney slightly thawed,Nematode on intestine,JG,full work-up 1,CVJ,N,NA,NA
U3168,2015-06-19-J02-HE-1,2017-01-14,none,none,46.6,158,169,NA,NA,Nematode on intestine,JG,full work-up 1,CVJ,N,NA,NA
U3169,2015-06-27-J09-HE-4,2017-01-14,none,none,21,121,128,NA,1 broken otolith,NA,JG,full work-up 1,CVJ,N,NA,NA
U3170,2015-06-27-J09-HE-6,2017-01-14,none,none,25.6,136,NA,NA,NA,NA,JG,full work-up 1,CVJ,N,NA,NA
U3171,2015-06-27-J09-HE-5,2017-01-14,none,none,25.9,125,131,NA,Only 1 otolith found,NA,JG,full work-up 1,CVJ,N,NA,NA
U3172,2015-05-27-J09-HE-1,2017-01-14,none,none,15.4,114,120,NA,NA,NA,JG,full work-up 1,CVJ,N,NA,NA
U3173,2015-06-19-J02-HE-5,2017-01-14,none,none,16.1,113,120,NA,NA,NA,JG,full work-up 1,CVJ,N,NA,NA
U3174,2015-06-19-J02-HE-2,2017-01-14,none,none,32.9,137,143,NA,Broken otoliths; fa & iso samples slightly thawed,NA,JG,full work-up 1,CVJ,N,NA,NA
U3244,2015-06-20-D09-HE-3,2017-01-14,none,none,23.7,137,143,NA,Broken otoliths,NA,CVJ,full work-up 1,JG,N,NA,NA
U3245,2015-06-20-D09-HE-10,2017-01-14,none,none,17.5,122,125,NA,Broken otoliths,NA,CVJ,full work-up 1,JG,N,NA,NA
U3246,2015-06-20-D09-HE-9,2017-01-14,none,none,15.7,115,119,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3247,2015-06-20-D09-HE-8,2017-01-14,none,none,18.9,127,130,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3248,2015-05-28-D09-HE-3,2017-01-14,none,none,11.7,106,113,NA,NA,Pale gills,CVJ,full work-up 1,JG,N,NA,NA
U3249,2015-06-14-D09-HE-2,2017-01-14,none,none,15.7,116,120,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3250,2015-07-02-D09-HE-4,2017-01-14,none,none,19.1,118,124,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3251,2015-07-02-D09-HE-3,2017-01-14,none,none,16.6,117,122,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3252,2015-07-02-D09-HE-2,2017-01-14,none,none,19.6,128,134,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3253,2015-07-02-D09-HE-10,2017-01-14,none,none,18.5,119,124,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3254,2015-07-02-D09-HE-1,2017-01-14,none,none,23.8,127,134,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3255,2015-07-06-D09-HE-6,2017-01-14,none,none,19.5,117,123,NA,Used metal forcepts for otolith extraction.,Much scale loss on anterior of body.,CVJ,full work-up 1,JG,N,NA,NA
U2545,2015-06-01-D09-CU-6,2017-01-15,none,none,18.5,118,124,NA,NA,NA,BJ,full work-up 1,JG,N,NA,NA
U2546,2015-06-01-D09-CU-7,2017-01-15,none,none,10.1,95,104,NA,ExteRNAl parasite: isopod. rocinela propodialis? in parasite box 1,NA,BJ,full work-up 1,JG,N,NA,NA
U2547,2015-06-01-D09-CU-3,2017-01-15,none,none,11,101,106,NA,NA,NA,BJ,full work-up 1,JG,N,NA,NA
U2548,2015-06-23-J02-CU-10,2017-01-15,none,none,28.4,137,143,NA,NA,NA,BJ,full work-up 1,JG,N,NA,NA
U3175,2015-05-27-J09-HE-2,2017-01-15,none,none,17.4,110,115,NA,NA,NA,JG,full work-up 1,CVJ,N,NA,NA
U3176,2015-06-27-J09-HE-9,2017-01-15,none,none,26.3,132,NA,NA,Outside foreceps touched heart. spleen touched dissection tray,NA,JG,full work-up 1,CVJ,N,NA,NA
U3177,2015-06-28-J02-HE-4,2017-01-15,none,none,26.6,129,133,NA,NA,NA,JG,full work-up 1,CVJ,N,NA,NA
U3178,2015-06-18-D09-HE-1,2017-01-15,none,none,22.4,120,NA,NA,NA,NA,JG,full work-up 1,CVJ,N,NA,NA
U3179,2015-07-01-J09-HE-1,2017-01-15,none,none,25.1,130,134,NA,"Date incomplete on tag; fish number likely 01, but uncertain. 1 broken otolith",NA,JG,full work-up 1,CVJ,N,NA,NA
U3180,2015-06-18-D09-HE-5,2017-01-15,none,none,18.8,114,120,NA,NA,NA,JG,full work-up 1,CVJ,N,NA,NA
U3181,2015-06-18-D09-HE-6,2017-01-15,none,none,16.4,113,118,NA,NA,NA,JG,full work-up 1,CVJ,N,NA,NA
U3182,2015-07-01-J09-HE-6,2017-01-15,none,none,22.9,124,128,NA,Bead on top of spleen,NA,JG,full work-up 1,CVJ,N,NA,NA
U3183,2015-07-01-J09-HE-5,2017-01-15,none,none,28.6,135,139,NA,Date incomplete on tag. spleen touched outside dissection tray; slightly thawed. both otoliths broken at rostrum,NA,JG,full work-up 1,CVJ,N,NA,NA
U3184,2015-07-01-J09-HE-9,2017-01-15,none,none,27,128,135,NA,"Date incomplete on tag, most likely 07-01 since there was only supposed to be one herring sub-sample from july.",NA,JG,full work-up 1,CVJ,N,NA,NA
U3185,2015-06-18-D09-HE-3,2017-01-15,none,none,17.4,115,118,NA,NA,NA,JG,full work-up 1,CVJ,N,NA,NA
U3186,2015-07-01-J09-HE-7,2017-01-15,none,none,26.2,132,139,NA,Date incomplete on tag.,NA,JG,full work-up 1,CVJ,N,NA,NA
U3256,2015-05-28-D09-HE-2,2017-01-15,none,none,14.7,113,NA,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3257,2015-07-06-D09-HE-2,2017-01-15,none,none,20.6,122,NA,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U2668,2015-07-01-J09-HE-4,2017-01-16,none,none,24.1,130,NA,NA,"Date missing on tag. Duplicate RNA location entered (22-H7), could not verify which was correct",NA,MF,full work-up 1,CVJ,N,NA,NA
U2669,2015-06-19-J02-HE-6,2017-01-16,none,none,58.1,160,NA,NA,NA,NA,MF,full work-up 1,CVJ,N,NA,NA
U3187,2015-06-18-D09-HE-4,2017-01-16,none,none,19.9,120,126,NA,NA,NA,JG,full work-up 1,JG,N,NA,NA
U3188,2015-06-03-J09-HE-5,2017-01-16,none,none,26.6,132,138,NA,Incomplete date on tag,Very smelly,JG,full work-up 1,JG,N,NA,Changed SEMSP ID from -5 (2017/11/23 JG)
U3189,2015-05-26-J09-HE-1,2017-01-16,none,none,8.8,95,99,NA,NA,NA,JG,full work-up 1,JG,N,NA,NA
U3190,2015-07-01-J09-HE-2,2017-01-16,none,none,22.5,123,130,NA,Incomplete date on tag. heart fell on chamois,NA,JG,full work-up 1,JG,N,NA,NA
U3191,2015-07-01-J09-HE-3,2017-01-16,none,none,27.6,131,NA,NA,Incomplete date on tag.,NA,JG,full work-up 1,JG,N,NA,NA
U3192,2015-06-27-J09-HE-10,2017-01-16,none,none,29.8,137,143,NA,NA,NA,JG,full work-up 1,JG,N,NA,NA
U3258,2015-07-06-D09-HE-4,2017-01-16,none,none,22.5,126,NA,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3259,2015-06-09-D09-HE-1,2017-01-16,none,none,15.7,117,NA,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3260,2015-06-03-D09-HE-2,2017-01-16,none,none,19.6,118,125,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3261,2015-06-03-D09-HE-5,2017-01-16,none,none,17.8,119,NA,NA,Lost both otoliths.,Very smelly!,CVJ,full work-up 1,JG,N,NA,NA
U3262,2015-06-09-D09-HE-2,2017-01-16,none,none,17.5,118,NA,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3193,2015-06-03-J09-HE-1,2017-01-24,none,none,16.4,122,NA,NA,NA,Pale gills & internal organs,JG,full work-up 1,JG,N,NA,NA
U3194,2015-06-03-J09-HE-3,2017-01-24,none,none,13.7,110,NA,NA,NA,NA,JG,full work-up 1,JG,N,NA,NA
U3195,2015-07-01-J09-HE-8,2017-01-24,none,none,22.2,129,NA,NA,NA,NA,JG,full work-up 1,JG,N,NA,NA
U3263,2015-06-09-D09-HE-3,2017-01-24,none,none,10.1,102,108,NA,NA,"Pale gills, pale brain, skinny fish, kidney brown, gall bladder emerald green.",CVJ,full work-up 1,BJ,N,NA,NA
U3264,2015-07-06-D09-HE-1,2017-01-24,none,none,24.1,129,134,NA,NA,NA,CVJ,full work-up 1,BJ,N,NA,NA
U3265,2015-07-06-D09-HE-7,2017-01-24,none,none,22.9,125,132,NA,NA,NA,CVJ,full work-up 1,BJ,N,NA,NA
U3266,2015-06-03-D09-HE-1,2017-01-24,none,none,16.3,116,121,NA,Broken otoliths,NA,CVJ,full work-up 1,BJ,N,NA,NA
U3267,2015-05-20-D09-HE-3,2017-01-24,none,none,14.4,107,114,NA,NA,NA,CVJ,full work-up 1,BJ,N,NA,NA
U3268,2015-05-20-D09-HE-2,2017-01-24,none,none,8.9,102,107,NA,NA,"Pale gills, pale brain, brown liver.",CVJ,full work-up 1,BJ,N,NA,NA
U3269,2015-05-20-D09-HE-7,2017-01-24,none,none,14.6,115,120,NA,Broken otolith fell on bench.,"Pale gills, pale brain.",CVJ,full work-up 1,BJ,N,NA,NA
U2549,2015-06-05-D09-HE-1,2017-01-25,none,none,18.5,116,123,NA,Broke one otolith,NA,BJ,full work-up 1,CVJ,N,NA,NA
U2550,2015-06-03-D09-HE-4,2017-01-25,none,none,33.8,137,144,NA,Broke one otolith,NA,BJ,full work-up 1,CVJ,N,NA,NA
U2935,2015-05-16-D07-HE-10,2017-01-26,none,none,17.1,NA,NA,NA,NA,NA,BMM,full work-up 1,CVJ,N,NA,NA
U2936,2015-05-16-D07-HE-6,2017-01-26,none,none,12.5,107,112,NA,1 otolith,NA,BMM,full work-up 1,CVJ,N,NA,NA
U2937,2015-06-19-J09-HE-1,2017-01-26,none,none,17.2,120,124,NA,Broke 2 otolith,NA,BMM,full work-up 1,CVJ,N,NA,NA
U2938,2015-06-16-J09-HE-5,2017-01-26,none,none,23,NA,NA,NA,Broke 2 otolith,NA,BMM,full work-up 1,CVJ,N,NA,NA
U2939,2015-06-03-J09-HE-2,2017-01-26,none,none,23.3,NA,NA,NA,Broke 1 otolith,NA,BMM,full work-up 1,CVJ,N,NA,NA
U3270,2015-05-20-D09-HE-10,2017-01-26,none,none,15.1,111,117,NA,NA,NA,CVJ,full work-up 1,BMM,N,NA,NA
U3271,2015-05-28-D09-HE-1,2017-01-26,none,none,12.5,108,114,NA,One broken otolith.,NA,CVJ,full work-up 1,BMM,N,NA,NA
U3272,2015-06-01-D09-HE-2,2017-01-26,none,none,15.1,111,117,NA,NA,Rash-like lesions around gills and caudal peduncal.,CVJ,full work-up 1,BMM,N,NA,NA
U3273,2015-06-01-D09-HE-3,2017-01-26,none,none,14.4,111,116,NA,NA,NA,CVJ,full work-up 1,BMM,N,NA,NA
U3274,2015-05-20-D09-HE-8,2017-01-26,none,none,10.6,102,108,NA,NA,NA,CVJ,full work-up 1,BMM,N,NA,NA
U3275,2015-06-22-D09-HE-1,2017-01-26,none,none,10.7,103,109,NA,RNA liver sample touched outside of fish.,Pale gills.,CVJ,full work-up 1,BMM,N,NA,NA
U3276,2015-06-22-D09-HE-3,2017-01-26,none,none,16.5,116,122,NA,NA,NA,CVJ,full work-up 1,BMM,N,NA,NA
U3277,2015-06-22-D09-HE-4,2017-01-26,none,none,9.8,101,NA,NA,One lost otolith,NA,CVJ,full work-up 1,BMM,N,NA,NA
U3278,2015-06-22-D09-HE-2,2017-01-26,none,none,14.7,116,122,NA,NA,"Gall bladder very dark green, almost black.",CVJ,full work-up 1,BMM,N,NA,NA
U3279,2015-06-01-D09-HE-1,2017-01-26,none,none,15.2,113,NA,NA,NA,NA,CVJ,full work-up 1,BMM,N,NA,NA
U3280,2015-06-03-D09-HE-3,2017-01-26,none,none,16.8,120,NA,NA,NA,NA,CVJ,full work-up 1,BMM,N,NA,NA
U2940,2015-05-16-D07-HE-3,2017-01-27,none,none,21.3,123,129,NA,NA,NA,BMM,full work-up 1,BMM,N,NA,NA
U2941,2015-06-16-J09-HE-6,2017-01-27,none,none,19.3,122,128,NA,NA,NA,BMM,full work-up 1,BMM,N,NA,NA
U2942,2015-06-16-J09-HE-4,2017-01-27,none,none,22.9,129,133,NA,NA,NA,BMM,full work-up 1,BMM,N,NA,NA
U2943,2015-06-03-J09-HE-4,2017-01-27,none,none,20,120,125,NA,NA,NA,BMM,full work-up 1,BMM,N,NA,NA
U2944,2015-06-16-J09-HE-2,2017-01-27,none,none,24.3,128,133,NA,NA,NA,BMM,full work-up 1,BMM,N,NA,NA
U2945,2015-06-16-J02-HE-1,2017-01-27,none,none,16.7,112,117,NA,NA,NA,BMM,full work-up 1,BMM,N,NA,NA
U2946,2015-06-16-J09-HE-10,2017-01-27,none,none,26.6,NA,NA,NA,NA,NA,BMM,full work-up 1,BMM,N,NA,NA
U2947,2016-06-09-J02-CU-1,2017-01-27,none,none,20,NA,NA,NA,NA,NA,BMM,irregular work-up,BMM,N,NA,NA
U3281,2015-05-16-D07-HE-5,2017-01-27,none,none,21.4,124,130,NA,1 broken otolith.,NA,CVJ,full work-up 1,JG,N,NA,NA
U3282,2015-07-07-D09-HE-3,2017-01-27,none,none,18.8,125,131,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3283,2015-07-07-D09-HE-1,2017-01-27,none,none,20.9,117,127,NA,NA,NA,CVJ,full work-up 1,JG,N,NA,NA
U3284,2015-07-07-D09-HE-2,2017-01-27,none,none,22.5,126,NA,NA,1 lost otolith.,NA,CVJ,full work-up 1,JG,N,NA,NA
U3285,2015-05-16-D07-HE-8,2017-01-27,none,none,26.9,131,137,NA,Broken otoliths,NA,CVJ,full work-up 1,JG,N,NA,NA
U2948,2016-06-09-J02-CU-6,2017-01-28,none,none,15.8,112,117,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U2949,2016-06-09-J02-CU-5,2017-01-28,none,none,27,129,134,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U2950,2016-06-09-J02-CU-4,2017-01-28,none,none,16.3,111,116,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U2951,2016-06-09-J02-CU-3,2017-01-28,none,none,16.7,113,NA,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U2952,2016-06-21-D09-CU-4,2017-01-28,none,none,11.9,103,108,NA,NA,NA,BMM,irregular work-up,JG,N,NA,NA
U3196,2016-06-09-J02-CU-9,2017-01-28,none,none,23.5,126,131,NA,NA,Very pale spleen,JG,irregular work-up,JG,N,NA,NA
U3197,2016-06-09-J02-CU-7,2017-01-28,none,none,23.8,124,130,NA,Heart fell on chamois,NA,JG,irregular work-up,JG,N,NA,NA
U3198,2016-06-09-J02-CU-2,2017-01-28,none,none,22.7,117,NA,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3199,2016-06-09-J02-CU-8,2017-01-28,none,none,25,124,130,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3200,2016-06-09-J02-CU-10,2017-01-28,none,none,14.3,100,104,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3286,2016-06-18-J09-PI-7,2017-01-28,none,none,14.5,113,118,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U3287,2016-06-18-J09-PI-6,2017-01-28,none,none,10.9,104,109,NA,Only one otoliths,NA,CVJ,irregular work-up,JG,N,NA,NA
U3288,2016-06-18-J09-PI-9,2017-01-28,none,none,7.7,95,99,NA,NA,NA,CVJ,irregular work-up,JG,N,NA,NA
U2953,2016-06-21-D09-CU-3,2017-01-29,none,none,8.7,96,101,NA,NA,NA,BMM,irregular work-up,CVJ,N,NA,NA
U2954,2016-06-21-D09-CU-2,2017-01-29,none,none,10.4,98,102,NA,NA,NA,BMM,irregular work-up,CVJ,N,NA,NA
U2955,2016-06-21-D09-CU-8,2017-01-29,none,none,11.1,103,108,NA,NA,NA,BMM,irregular work-up,CVJ,N,NA,NA
U2956,2016-06-21-D09-CU-7,2017-01-29,none,none,6.6,80,84,NA,NA,NA,BMM,irregular work-up,CVJ,N,NA,NA
U2957,2016-06-21-D09-CU-10,2017-01-29,none,none,10.8,102,NA,NA,NA,NA,BMM,irregular work-up,CVJ,N,NA,NA
U2958,2016-07-04-J09-CU-4,2017-01-29,none,none,13.4,109,NA,NA,NA,NA,BMM,irregular work-up,CVJ,N,NA,NA
U2959,2016-07-04-J09-CU-10,2017-01-29,none,none,14.7,111,116,NA,NA,NA,BMM,irregular work-up,CVJ,N,NA,NA
U2960,2016-07-04-J09-CU-1,2017-01-29,none,none,7,88,93,NA,NA,NA,BMM,irregular work-up,CVJ,N,NA,NA
U2961,2016-07-04-J09-CU-6,2017-01-29,none,none,13.6,108,113,NA,NA,NA,BMM,irregular work-up,CVJ,N,NA,NA
U2962,2016-07-04-J09-CU-9,2017-01-29,none,none,13,104,109,NA,NA,NA,BMM,irregular work-up,CVJ,N,NA,NA
U2981,2016-06-21-D09-CU-5,2017-01-29,none,none,10,98,102,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U2982,2016-06-21-D09-CU-9,2017-01-29,none,none,9.3,94,99,NA,Brain fell in cool rack well,NA,JG,irregular work-up,CVJ,N,NA,NA
U2983,2016-06-21-D09-CU-6,2017-01-29,none,none,9.6,94,98,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U2984,2016-06-21-D09-CU-1,2017-01-29,none,none,13.2,104,109,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U2985,2016-07-04-J09-CU-3,2017-01-29,none,none,18.5,117,122,NA,Only 1 otolith,NA,JG,irregular work-up,CVJ,N,NA,NA
U2986,2016-07-04-J09-CU-2,2017-01-29,none,none,14.6,113,118,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3289,2016-06-18-J09-PI-1,2017-01-29,none,none,11.4,107,111,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3290,2016-06-18-J09-PI-3,2017-01-29,none,none,12.6,108,113,NA,One otolith missing.,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3291,2016-06-18-J09-PI-4,2017-01-29,none,none,10.4,101,NA,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3292,2016-06-18-J09-PI-2,2017-01-29,none,none,10.3,102,106,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3293,2016-06-18-J09-PI-5,2017-01-29,none,none,14.6,117,NA,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3294,2016-07-04-J09-PI-9,2017-01-29,none,none,15.3,117,122,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3295,2016-07-04-J09-PI-3,2017-01-29,none,none,17.8,121,125,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3296,2016-07-04-J09-PI-2,2017-01-29,none,none,17,118,122,NA,Brain touched chamois.,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3297,2016-07-04-J09-PI-1,2017-01-29,none,none,15.5,114,119,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3298,2016-07-04-J09-PI-4,2017-01-29,none,none,14.3,111,115,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3299,2016-07-04-J09-PI-10,2017-01-29,none,none,15.5,117,121,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3300,2016-07-04-J09-PI-7,2017-01-29,none,none,16.2,113,118,NA,Only one otolith.,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3401,2016-07-04-J09-PI-5,2017-01-29,none,none,15,112,117,NA,Spleen fell onto bench.,Large bump on posterior of kidney.,CVJ,irregular work-up,CVJ,N,NA,NA
U3402,2016-07-04-J09-PI-8,2017-01-29,none,none,17,119,124,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3403,2016-07-04-J09-PI-6,2017-01-29,none,none,13.8,111,115,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3404,2016-06-21-D09-PI-8,2017-01-29,none,none,11.8,106,112,NA,One otolith broken.,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3405,2016-06-21-D09-PI-4,2017-01-29,none,none,8.4,99,103,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U3406,2016-06-21-D09-PI-5,2017-01-29,none,none,13,108,112,NA,NA,NA,CVJ,irregular work-up,CVJ,N,NA,NA
U2963,2016-06-07-D09-CU-1,2017-01-30,none,none,12.4,106,111,NA,NA,NA,BMM,irregular work-up,BMM,N,NA,NA
U2964,2016-06-07-D09-CU-6,2017-01-30,none,none,11.6,102,107,NA,NA,NA,BMM,irregular work-up,BMM,N,NA,NA
U2965,2016-06-07-D09-CU-2,2017-01-30,none,none,15,111,117,NA,NA,NA,BMM,irregular work-up,BMM,N,NA,NA
U2987,2016-07-04-J09-CU-8,2017-01-30,none,none,18.1,115,120,2987,NA,Speckling of missing scales,JG,irregular work-up,CVJ,N,NA,NA
U2988,2016-07-04-J09-CU-7,2017-01-30,none,none,13.7,109,114,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U2989,2016-07-04-J09-CU-5,2017-01-30,none,none,16,111,NA,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U2990,2016-06-07-D09-CU-5,2017-01-30,none,none,17.8,121,126,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U2991,2016-06-07-D09-CU-7,2017-01-30,none,none,11.7,105,110,NA,NA,Very small spleen,JG,irregular work-up,CVJ,N,NA,NA
U2992,2016-06-07-D09-CU-4,2017-01-30,none,none,12.6,105,110,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U2993,2016-06-07-D09-CU-8,2017-01-30,none,none,8.2,87,92,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U2994,2016-06-07-D09-CU-10,2017-01-31,none,none,9.3,94,99,NA,Lost 1 otolith,NA,JG,irregular work-up,CVJ,N,NA,NA
U2995,2016-06-07-D09-CU-3,2017-01-31,none,none,7.7,84,89,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U2996,2016-06-07-D09-CU-9,2017-01-31,none,none,14.2,109,114,NA,1 broken otolith,NA,JG,irregular work-up,CVJ,N,NA,NA
U2997,2016-06-09-D08-CU-5,2017-01-31,none,none,12,100,105,NA,Lost 1 otolith,NA,JG,irregular work-up,CVJ,N,NA,NA
U2998,2016-06-09-D08-CU-6,2017-01-31,none,none,11.5,99,104,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U2999,2016-06-09-D08-CU-4,2017-01-31,none,none,8.9,92,97,NA,NA,NA,JG,irregular work-up,CVJ,N,NA,NA
U3000,2016-06-09-D08-CU-7,2017-01-31,none,none,12.6,106,112,NA,Lost 1 otolith,NA,JG,irregular work-up,CVJ,N,NA,NA
U3301,2016-06-09-D08-CU-10,2017-02-01,none,none,11.4,102,108,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3302,2016-06-09-D08-CU-1,2017-02-01,none,none,11.7,102,107,NA,NA,Flabellifera on underside by pec fins,JG,irregular work-up,JG,N,NA,NA
U3303,2016-06-09-D08-CU-9,2017-02-01,none,none,9.6,97,102,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3304,2016-06-09-D08-CU-3,2017-02-01,none,none,10.5,98,103,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3305,2016-06-09-D08-CU-2,2017-02-01,none,none,10.7,98,103,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3306,2016-06-09-D08-CU-8,2017-02-01,none,none,6.5,84,NA,NA,NA,NA,JG,irregular work-up,JG,N,NA,NA
U3307,2016-06-24-J02-CU-5,2017-02-01,none,none,18.7,118,NA,NA,NA,Pale internal organs,JG,irregular work-up,JG,N,NA,NA
U2551,2016-06-18-J09-PI-10,2017-02-02,none,none,12.8,108,NA,NA,NA,NA,BJ,irregular work-up,BMM,N,NA,NA
U2552,2016-06-18-J09-PI-8,2017-02-02,none,none,10.2,101,105,NA,NA,NA,BJ,irregular work-up,BMM,N,NA,NA
U2553,2016-06-07-D22-PI-2,2017-02-02,none,none,9.6,96,101,NA,NA,NA,BJ,irregular work-up,BMM,N,NA,NA
U2554,2016-06-07-D22-PI-3,2017-02-02,none,none,10.5,100,105,NA,NA,NA,BJ,irregular work-up,BMM,N,NA,NA
U2555,2016-06-07-D22-PI-1,2017-02-02,none,none,7.8,89,95,NA,NA,NA,BJ,irregular work-up,BMM,N,NA,NA
U3407,2016-06-21-D09-PI-1,2017-02-02,none,none,7,93,NA,NA,NA,NA,CVJ,irregular work-up,BMM,N,NA,NA
U3408,2016-06-21-D09-PI-6,2017-02-02,none,none,11.9,104,109,NA,NA,NA,CVJ,irregular work-up,BMM,N,NA,NA
U3409,2016-06-21-D09-PI-2,2017-02-02,none,none,14,114,117,NA,NA,NA,CVJ,irregular work-up,BMM,N,NA,NA
U3410,2016-06-21-D09-PI-7,2017-02-02,none,none,9.9,101,104,NA,NA,NA,CVJ,irregular work-up,BMM,N,NA,NA
U3411,2016-06-21-D09-PI-10,2017-02-02,none,none,13.9,113,117,NA,NA,NA,CVJ,irregular work-up,BMM,N,NA,NA
U3412,2016-06-21-D09-PI-3,2017-02-02,none,none,11.3,106,111,NA,NA,NA,CVJ,irregular work-up,BMM,N,NA,NA
U3413,2016-06-21-D09-PI-9,2017-02-02,none,none,11.6,107,111,NA,NA,NA,CVJ,irregular work-up,BMM,N,NA,NA
U3414,2016-06-07-D22-PI-6,2017-02-02,none,none,7.1,93,96,NA,NA,NA,CVJ,irregular work-up,BMM,N,NA,NA
U3415,2016-06-07-D22-PI-5,2017-02-02,none,none,10.8,102,106,NA,NA,NA,CVJ,irregular work-up,BMM,N,NA,NA
U3416,2016-06-07-D22-PI-9,2017-02-02,none,none,8.3,96,101,NA,NA,NA,CVJ,irregular work-up,BMM,N,NA,NA
U3417,2016-06-07-D22-PI-4,2017-02-02,none,none,9.7,98,102,NA,NA,NA,CVJ,irregular work-up,BMM,N,NA,NA
