semsp_id,ufn,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,analysis_planned,dissection_status,lice_qc_flag,qc_comments,date_processed,cwt,ad,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissection_protocol,lice_collection_protocol,lice_id_protocol,dissector,fish_lab_qc_data,fish_lab_qc_flag,fish_lab_flag_reason,fish_lab_qc_log
2016-05-13-D25-CU-7,NA,DE255N2,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D25-CU-8,NA,DE255N2,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D25-CU-9,NA,DE255N2,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D25-CU-10,NA,DE255N2,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D04-CU-1,NA,DE258N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D04-CO-1,NA,DE258N1,CO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D04-CO-2,NA,DE258N1,CO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D25-HE-1,NA,DE255N2,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D25-HE-2,NA,DE255N2,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D25-HE-3,NA,DE255N2,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D25-HE-4,NA,DE255N2,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D25-HE-5,NA,DE255N2,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D25-HE-6,NA,DE255N2,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D25-HE-7,NA,DE255N2,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D25-HE-8,NA,DE255N2,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-13-D25-HE-9,NA,DE255N2,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-1,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-2,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-3,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-4,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-5,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-6,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-7,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-8,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-9,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-10,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-11,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-12,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-13,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-14,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-15,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-16,U2618,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-11-17,none,present,6.8,87,92,NA,NA,NA,full work-up 1,NA,lab_motiles,MF,MF,N,NA,NA
2016-05-14-D24-SO-17,U2613,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-11-14,none,present,7.5,89,94,NA,NA,NA,full work-up 1,NA,lab_motiles,MF,CVJ,N,NA,NA
2016-05-14-D24-SO-18,U2612,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-11-14,none,present,10.7,99,104,NA,NA,NA,full work-up 1,NA,lab_motiles,MF,CVJ,N,NA,NA
2016-05-14-D24-SO-19,U2621,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-11-22,none,present,11.7,100,106,NA,1 otolith broke; lice in bag,NA,full work-up 1,NA,lab_motiles,MF,JG,N,NA,NA
2016-05-14-D24-SO-20,U2614,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-11-14,none,present,7.9,96,NA,NA,NA,NA,full work-up 1,NA,lab_motiles,MF,CVJ,N,NA,NA
2016-05-14-D24-SO-21,U2617,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-11-17,none,present,11.7,108,113,NA,NA,NA,full work-up 1,NA,lab_motiles,MF,MF,N,NA,NA
2016-05-14-D24-SO-22,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-23,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-24,U2620,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-11-17,none,present,13.6,111,NA,NA,NA,NA,full work-up 1,NA,lab_motiles,MF,MF,N,NA,NA
2016-05-14-D24-SO-25,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-26,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-27,NA,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-SO-28,U2616,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-11-14,none,present,16,114,120,NA,NA,1 broken otolith,full work-up 1,NA,lab_motiles,MF,CVJ,N,NA,NA
2016-05-14-D24-SO-29,U2615,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-11-14,none,present,11.9,107,112,NA,NA,NA,full work-up 1,NA,lab_motiles,MF,CVJ,N,NA,NA
2016-05-14-D24-SO-30,U2619,DE259N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-11-17,none,present,11.4,104,109,NA,NA,NA,full work-up 1,NA,lab_motiles,MF,MF,N,NA,NA
2016-05-14-D08-SO-1,2016-05-14-D08-SO-1,DE260N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,"Fish assigned SEMSP ID as UFN because they have GSI results, but have not yet been dissected (2018-10-02 JG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D08-SO-2,U2785,DE260N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-11-27,none,present,4.4,72,77,NA,NA,Tiny fish,full work-up 1,NA,lab_motiles,JG,CVJ,N,NA,NA
2016-05-14-D07-SO-1,U4468,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,10.8,97,103,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,JG,NA,N,NA,NA
2016-05-14-D07-SO-2,U4514,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,14.2,113,118,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,CVJ,NA,N,NA,NA
2016-05-14-D07-SO-3,U4508,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,7,86,90,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,KDB,NA,N,NA,NA
2016-05-14-D07-SO-4,U4511,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,10.7,100,105,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,KDB,NA,N,NA,NA
2016-05-14-D07-SO-5,U4515,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,7.5,89,95,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,CVJ,NA,N,NA,NA
2016-05-14-D07-SO-6,U4469,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,14.3,118,122,NA,NA,White spot on stomach,full work-up 1,lab_motiles_cryo,lab_motiles,JG,NA,N,NA,NA
2016-05-14-D07-SO-7,U4552,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-04,none,present,6.7,83,89,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,KDB,NA,N,NA,NA
2016-05-14-D07-SO-8,U4470,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,20.4,123,130,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,JG,NA,N,NA,NA
2016-05-14-D07-SO-9,U4471,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,6.9,87,92,NA,Only 1 otolith,NA,full work-up 1,lab_motiles_cryo,lab_motiles,JG,NA,N,NA,NA
2016-05-14-D07-SO-10,U4518,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,12.4,106,111,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,CVJ,NA,N,NA,NA
2016-05-14-D07-SO-11,U4472,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,7.2,85,90,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,JG,NA,N,NA,NA
2016-05-14-D07-SO-12,U4510,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,15.9,118,124,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,KDB,NA,N,NA,NA
2016-05-14-D07-SO-13,U4509,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,6.8,84,NA,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,KDB,NA,N,NA,NA
2016-05-14-D07-SO-14,U4516,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,18.1,116,123,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,CVJ,NA,N,NA,NA
2016-05-14-D07-SO-15,U4517,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,17.8,117,124,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,CVJ,NA,N,NA,NA
2016-05-14-D07-SO-16,U4466,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,10.5,100,NA,NA,Kidney touched by muscle of u4473,NA,full work-up 1,lab_motiles_cryo,lab_motiles,JG,NA,N,NA,NA
2016-05-14-D07-SO-17,U4467,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,9,92,97,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,JG,NA,N,NA,NA
2016-05-14-D07-SO-18,U2006,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-09-28,none,present,9.6,NA,101,NA,NA,NA,full work-up 1,NA,lab_motiles,CVJ,BJ,N,NA,NA
2016-05-14-D07-SO-19,U2008,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-09-28,none,present,13.5,NA,118,NA,NA,NA,full work-up 1,NA,lab_motiles,CVJ,BJ,N,NA,NA
2016-05-14-D07-SO-20,U2007,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-09-28,none,present,17,NA,126,NA,NA,NA,full work-up 1,NA,lab_motiles,CVJ,BJ,N,NA,NA
2016-05-14-D07-SO-21,U4513,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,8.2,95,NA,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,CVJ,NA,N,NA,NA
2016-05-14-D07-SO-22,U2009,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-09-28,none,present,5.6,NA,88,2009,NA,Very red gills. lesions on operculum. photo taken,full work-up 1,NA,lab_motiles,CVJ,BJ,N,NA,NA
2016-05-14-D07-SO-23,U1957,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-09-28,none,present,14,NA,113,NA,NA,NA,full work-up 1,NA,lab_motiles,BJ,CVJ,N,NA,NA
2016-05-14-D07-SO-24,U2004,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-09-28,none,present,12.9,NA,113,NA,NA,NA,full work-up 1,NA,lab_motiles,CVJ,BJ,N,NA,NA
2016-05-14-D07-SO-25,U1956,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-09-28,none,present,13.8,NA,115,NA,NA,NA,full work-up 1,NA,lab_motiles,BJ,CVJ,N,NA,NA
2016-05-14-D07-SO-26,U4412,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,14.1,112,NA,NA,NA,NA,full work-up 1,lab_motiles_cryo,lab_motiles,CVJ,NA,N,NA,NA
2016-05-14-D07-SO-27,U4507,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-10-02,none,present,12.6,101,NA,4507,NA,Fish had large white mass on liver,full work-up 1,lab_motiles_cryo,lab_motiles,KDB,NA,N,NA,NA
2016-05-14-D07-SO-28,U1955,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-09-28,none,present,9.3,NA,96,NA,NA,NA,full work-up 1,NA,lab_motiles,BJ,CVJ,N,NA,NA
2016-05-14-D07-SO-29,U2005,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-09-28,none,present,11.6,NA,116,NA,NA,NA,full work-up 1,NA,lab_motiles,CVJ,BJ,N,NA,NA
2016-05-14-D07-SO-30,U1954,DE261N1,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2016-09-28,none,present,NA,NA,128,NA,Weighs 17.5 without guts,NA,full work-up 1,NA,lab_motiles,BJ,CVJ,N,NA,NA
2016-05-14-D24-PI-1,NA,DE259N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D08-PI-1,U3885,DE260N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-03-10,none,present,1.7,59,62,NA,Fish had no scales.,NA,full work-up 1,NA,lab_motiles,CVJ,JG,N,NA,NA
2016-05-14-D08-PI-2,U3886,DE260N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-03-10,none,present,1.8,56,60,NA,RNA cross-contaminated with u3825,NA,irregular work-up,NA,lab_motiles,CVJ,JG,N,NA,NA
2016-05-14-D08-PI-3,U3876,DE260N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-03-09,none,present,1.6,54,NA,NA,NA,NA,full work-up 1,NA,lab_motiles,CVJ,JG,N,NA,NA
2016-05-14-D07-PI-1,NA,DE261N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D07-PI-2,NA,DE261N1,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-CU-1,NA,DE259N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D07-CU-1,NA,DE261N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D07-CU-2,NA,DE261N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D07-CU-3,NA,DE261N1,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D08-CO-1,U3950,DE260N1,CO,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-03-10,none,present,34.5,144,152,NA,NA,NA,full work-up 1,NA,lab_motiles,JG,JG,N,NA,NA
2016-05-14-D07-CO-1,NA,DE261N1,CO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-HE-1,NA,DE259N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-HE-2,NA,DE259N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-HE-3,NA,DE259N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-HE-4,NA,DE259N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-HE-5,NA,DE259N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-HE-6,NA,DE259N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-HE-7,NA,DE259N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-HE-8,NA,DE259N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-HE-9,NA,DE259N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D24-HE-10,NA,DE259N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D08-HE-1,U3975,DE260N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-03-12,none,present,10.6,103,108,NA,NA,NA,full work-up 1,NA,lab_motiles,CVJ,JG,N,NA,NA
2016-05-14-D08-HE-2,U3972,DE260N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-03-12,none,present,24.5,137,144,NA,NA,NA,full work-up 1,NA,lab_motiles,CVJ,JG,N,NA,NA
2016-05-14-D08-HE-3,NA,DE260N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D08-HE-4,U3973,DE260N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-03-12,none,present,25,135,141,NA,Heart fell into u3974's heart vial (d2),NA,full work-up 1,NA,lab_motiles,CVJ,JG,N,NA,NA
2016-05-14-D08-HE-5,U3971,DE260N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-03-12,none,present,20,127,132,NA,NA,NA,full work-up 1,NA,lab_motiles,CVJ,JG,N,NA,NA
2016-05-14-D08-HE-6,NA,DE260N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D08-HE-7,U3970,DE260N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-03-12,none,present,16.2,117,121,NA,"3 fish samples from 2016/05/14 (he-6, he-3, & he-9) had to be discarded because the cool box fell over knocking all 3 samples out into the freezer.",NA,full work-up 1,NA,lab_motiles,CVJ,JG,N,NA,NA
2016-05-14-D08-HE-8,U3974,DE260N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,dissected,N,NA,2017-03-12,none,present,17.7,122,127,NA,NA,NA,full work-up 1,NA,lab_motiles,CVJ,JG,N,NA,NA
2016-05-14-D08-HE-9,NA,DE260N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D07-HE-1,NA,DE261N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D07-HE-2,NA,DE261N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D07-HE-3,NA,DE261N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D07-HE-4,NA,DE261N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D07-HE-5,NA,DE261N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-05-14-D07-HE-6,NA,DE261N1,HE,NA,NA,NA,NA,NA,NA,SEMSP,not dissected,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
