container_id,container_type,storage_medium,date_updated,current_location,storage_unit,storage_tier_1,storage_tier_2,shipping_container,date_shipped,shipping_destination,recipient,date_received,expecting_return,date_returned,comments,container_num
BRN32G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 53,NA,NA,NA,NA,NA,NA,NA,NA,32
BRN34G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 59,NA,NA,NA,NA,NA,NA,NA,NA,34
BRN35G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,35
BRN36G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 22,NA,NA,NA,NA,NA,NA,NA,NA,36
BRN37G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 31,NA,NA,NA,NA,NA,NA,NA,NA,37
BRN38G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,38
BRN39G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 24,NA,NA,NA,NA,NA,NA,NA,NA,39
BRN3G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 50,NA,NA,NA,NA,NA,NA,NA,NA,3
BRN40G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,40
BRN41G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,41
BRN42G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,42
BRN43G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,43
BRN44G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,44
BRN46G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 18,NA,NA,NA,NA,NA,NA,NA,NA,46
BRN49G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 62,NA,NA,NA,NA,NA,NA,NA,NA,49
BRN4G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 42,NA,NA,NA,NA,NA,NA,NA,NA,4
BRN50G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 64,NA,NA,NA,NA,NA,NA,NA,NA,50
BRN51G,RNA_pathogens_gill,frozen -80,2018-10-12,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 66,NA,NA,NA,NA,NA,NA,NA,NA,51
BRN52G,RNA_pathogens_gill,frozen -80,2018-10-12,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 65,NA,NA,NA,NA,NA,NA,NA,NA,52
BRN54G,RNA_pathogens_gill,frozen -80,2018-03-23,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 64,NA,NA,NA,NA,NA,NA,NA,NA,54
BRN56G,RNA_pathogens_gill,frozen -80,2018-10-11,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 52,NA,NA,NA,NA,NA,NA,NA,NA,56
BRN57G,RNA_pathogens_gill,frozen -80,2018-10-12,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 71,NA,NA,NA,NA,NA,NA,NA,NA,57
BRN59G,RNA_pathogens_gill,frozen -80,2018-08-30,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 72,NA,NA,NA,NA,NA,NA,NA,NA,59
BRN5G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 37,NA,NA,NA,NA,NA,NA,NA,NA,5
BRN60G,RNA_pathogens_gill,frozen -80,2018-10-01,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 52,NA,NA,NA,NA,NA,NA,NA,NA,60
BRN66G,RNA_pathogens_gill,frozen -80,2018-10-03,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 52,NA,NA,NA,NA,NA,NA,NA,NA,66
BRN6G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 40,NA,NA,NA,NA,NA,NA,NA,NA,6
BRN7G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 43,NA,NA,NA,NA,NA,NA,NA,NA,7
BRN8G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 44,NA,NA,NA,NA,NA,NA,NA,NA,8
BRN9G,RNA_pathogens_gill,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 46,NA,NA,NA,NA,NA,NA,NA,NA,9
BRN10H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 48,NA,NA,NA,NA,NA,NA,NA,NA,10
BRN11H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 45,NA,NA,NA,NA,NA,NA,NA,NA,11
BRN12H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 47,NA,NA,NA,NA,NA,NA,NA,NA,12
BRN13H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 32,NA,NA,NA,NA,NA,NA,NA,NA,13
BRN14H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 36,NA,NA,NA,NA,NA,NA,NA,NA,14
BRN15H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,15
BRN16H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,16
BRN17H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 35,NA,NA,NA,NA,NA,NA,NA,NA,17
BRN18H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 38,NA,NA,NA,NA,NA,NA,NA,NA,18
BRN19H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 39,NA,NA,NA,NA,NA,NA,NA,NA,19
BRN1H,RNA_pathogens_heart,frozen -80,NA,Pacific Biological Station,NA,NA,NA,NA,NA,Pacific Biological Station,Miller Lab,NA,N,NA,Sent to Miller lab for trial. Missing at DFO.,1
BRN20H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,20
BRN21H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 55,NA,NA,NA,NA,NA,NA,NA,NA,21
BRN22H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 57,NA,NA,NA,NA,NA,NA,NA,NA,22
BRN23H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,23
BRN24H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 54,NA,NA,NA,NA,NA,NA,NA,NA,24
BRN25H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 61,NA,NA,NA,NA,NA,NA,NA,NA,25
BRN26H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,26
BRN27H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 34,NA,NA,NA,NA,NA,NA,NA,NA,27
BRN28H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 56,NA,NA,NA,NA,NA,NA,NA,NA,28
BRN29H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 63,NA,NA,NA,NA,NA,NA,NA,NA,29
BRN2H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 41,NA,NA,NA,NA,NA,NA,NA,NA,2
BRN30H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 67,NA,NA,NA,NA,NA,NA,NA,NA,30
BRN31H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 28,NA,NA,NA,NA,NA,NA,NA,NA,31
BRN32H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 53,NA,NA,NA,NA,NA,NA,NA,NA,32
BRN34H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 59,NA,NA,NA,NA,NA,NA,NA,NA,34
BRN35H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,35
BRN36H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 22,NA,NA,NA,NA,NA,NA,NA,NA,36
BRN37H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 31,NA,NA,NA,NA,NA,NA,NA,NA,37
BRN38H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,38
BRN39H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 24,NA,NA,NA,NA,NA,NA,NA,NA,39
BRN3H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 50,NA,NA,NA,NA,NA,NA,NA,NA,3
BRN40H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,40
BRN41H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,41
BRN42H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,42
BRN43H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,43
BRN44H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,44
BRN46H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 18,NA,NA,NA,NA,NA,NA,NA,NA,46
BRN49H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 62,NA,NA,NA,NA,NA,NA,NA,NA,49
BRN4H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 42,NA,NA,NA,NA,NA,NA,NA,NA,4
BRN50H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 64,NA,NA,NA,NA,NA,NA,NA,NA,50
BRN51H,RNA_pathogens_heart,frozen -80,2018-10-12,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 66,NA,NA,NA,NA,NA,NA,NA,NA,51
BRN52H,RNA_pathogens_heart,frozen -80,2018-10-12,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 65,NA,NA,NA,NA,NA,NA,NA,NA,52
BRN54H,RNA_pathogens_heart,frozen -80,2018-03-23,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 64,NA,NA,NA,NA,NA,NA,NA,NA,54
BRN57H,RNA_pathogens_heart,frozen -80,2018-10-12,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 71,NA,NA,NA,NA,NA,NA,NA,NA,57
BRN59H,RNA_pathogens_heart,frozen -80,2018-08-30,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 72,NA,NA,NA,NA,NA,NA,NA,NA,59
BRN5H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 37,NA,NA,NA,NA,NA,NA,NA,NA,5
BRN60H,RNA_pathogens_heart,frozen -80,2018-10-10,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 49,NA,NA,NA,NA,NA,NA,NA,NA,60
BRN6H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 40,NA,NA,NA,NA,NA,NA,NA,NA,6
BRN7H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 43,NA,NA,NA,NA,NA,NA,NA,NA,7
BRN8H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 44,NA,NA,NA,NA,NA,NA,NA,NA,8
BRN9H,RNA_pathogens_heart,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 46,NA,NA,NA,NA,NA,NA,NA,NA,9
BRN10K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 48,NA,NA,NA,NA,NA,NA,NA,NA,10
BRN11K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 45,NA,NA,NA,NA,NA,NA,NA,NA,11
BRN12K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 47,NA,NA,NA,NA,NA,NA,NA,NA,12
BRN13K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 32,NA,NA,NA,NA,NA,NA,NA,NA,13
BRN14K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 36,NA,NA,NA,NA,NA,NA,NA,NA,14
BRN15K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,15
BRN16K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,16
BRN17K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 35,NA,NA,NA,NA,NA,NA,NA,NA,17
BRN18K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 38,NA,NA,NA,NA,NA,NA,NA,NA,18
BRN19K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 39,NA,NA,NA,NA,NA,NA,NA,NA,19
BRN1K,RNA_pathogens_kidney,frozen -80,NA,Pacific Biological Station,NA,NA,NA,NA,NA,Pacific Biological Station,Miller Lab,NA,N,NA,Sent to Miller lab for trial. Missing at DFO.,1
BRN20K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,20
BRN21K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 55,NA,NA,NA,NA,NA,NA,NA,NA,21
BRN22K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 57,NA,NA,NA,NA,NA,NA,NA,NA,22
BRN23K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,23
BRN24K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 54,NA,NA,NA,NA,NA,NA,NA,NA,24
BRN25K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 61,NA,NA,NA,NA,NA,NA,NA,NA,25
BRN26K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,26
BRN27K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 34,NA,NA,NA,NA,NA,NA,NA,NA,27
BRN28K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 56,NA,NA,NA,NA,NA,NA,NA,NA,28
BRN29K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 63,NA,NA,NA,NA,NA,NA,NA,NA,29
BRN2K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 41,NA,NA,NA,NA,NA,NA,NA,NA,2
BRN30K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 67,NA,NA,NA,NA,NA,NA,NA,NA,30
BRN31K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 28,NA,NA,NA,NA,NA,NA,NA,NA,31
BRN32K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 53,NA,NA,NA,NA,NA,NA,NA,NA,32
BRN34K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 59,NA,NA,NA,NA,NA,NA,NA,NA,34
BRN35K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,35
BRN36K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 22,NA,NA,NA,NA,NA,NA,NA,NA,36
BRN37K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 31,NA,NA,NA,NA,NA,NA,NA,NA,37
BRN38K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,38
BRN39K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 24,NA,NA,NA,NA,NA,NA,NA,NA,39
BRN3K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 50,NA,NA,NA,NA,NA,NA,NA,NA,3
BRN40K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,40
BRN41K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,41
BRN42K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,42
BRN43K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,43
BRN44K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,44
BRN46K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 18,NA,NA,NA,NA,NA,NA,NA,NA,46
BRN49K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 62,NA,NA,NA,NA,NA,NA,NA,NA,49
BRN4K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 42,NA,NA,NA,NA,NA,NA,NA,NA,4
BRN50K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 64,NA,NA,NA,NA,NA,NA,NA,NA,50
BRN51K,RNA_pathogens_kidney,frozen -80,2018-10-12,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 66,NA,NA,NA,NA,NA,NA,NA,NA,51
BRN52K,RNA_pathogens_kidney,frozen -80,2018-10-12,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 65,NA,NA,NA,NA,NA,NA,NA,NA,52
BRN54K,RNA_pathogens_kidney,frozen -80,2018-03-23,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 64,NA,NA,NA,NA,NA,NA,NA,NA,54
BRN57K,RNA_pathogens_kidney,frozen -80,2018-10-12,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 71,NA,NA,NA,NA,NA,NA,NA,NA,57
BRN59K,RNA_pathogens_kidney,frozen -80,2018-08-30,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 3,Tray 72,NA,NA,NA,NA,NA,NA,NA,NA,59
BRN5K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 37,NA,NA,NA,NA,NA,NA,NA,NA,5
BRN60K,RNA_pathogens_kidney,frozen -80,2018-10-10,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 49,NA,NA,NA,NA,NA,NA,NA,NA,60
BRN6K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 40,NA,NA,NA,NA,NA,NA,NA,NA,6
BRN7K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 43,NA,NA,NA,NA,NA,NA,NA,NA,7
BRN8K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 44,NA,NA,NA,NA,NA,NA,NA,NA,8
BRN9K,RNA_pathogens_kidney,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 46,NA,NA,NA,NA,NA,NA,NA,NA,9
BRN10L,RNA_pathogens_liver,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 48,NA,NA,NA,NA,NA,NA,NA,NA,10
BRN11L,RNA_pathogens_liver,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 45,NA,NA,NA,NA,NA,NA,NA,NA,11
BRN12L,RNA_pathogens_liver,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 47,NA,NA,NA,NA,NA,NA,NA,NA,12
BRN13L,RNA_pathogens_liver,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 3,Shelf 1,Tray 32,NA,NA,NA,NA,NA,NA,NA,NA,13
BRN14L,RNA_pathogens_liver,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 36,NA,NA,NA,NA,NA,NA,NA,NA,14
BRN15L,RNA_pathogens_liver,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,15
BRN16L,RNA_pathogens_liver,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,16
BRN17L,RNA_pathogens_liver,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 35,NA,NA,NA,NA,NA,NA,NA,NA,17
BRN18L,RNA_pathogens_liver,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 38,NA,NA,NA,NA,NA,NA,NA,NA,18
BRN19L,RNA_pathogens_liver,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 5,Tray 39,NA,NA,NA,NA,NA,NA,NA,NA,19
BRN1L,RNA_pathogens_liver,frozen -80,NA,Pacific Biological Station,NA,NA,NA,NA,NA,Pacific Biological Station,Miller Lab,NA,N,NA,Sent to Miller lab for trial. Missing at DFO.,1
BRN20L,RNA_pathogens_liver,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,20
BRN21L,RNA_pathogens_liver,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 55,NA,NA,NA,NA,NA,NA,NA,NA,21
BRN22L,RNA_pathogens_liver,frozen -80,NA,Hakai Quadra Prep Lab,-80 Freezer 1,Shelf 1,Tray 57,NA,NA,NA,NA,NA,NA,NA,NA,22
BRN23L,RNA_pathogens_liver,frozen -80,NA,Hakai Quadra Marna Lab,-80 Freezer 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homogenized/TNES for DFO,23
